'TITLE',"'AUTHOR (first, last)'","'AUTHOR (last, first)'",'DATE','LCC','DDC','ISBNs',"'PUBLICATION INFO'",'COMMENT','RATINGS','REVIEWS',"'ENTRY DATE'",'COPIES','SUBJECTS','COLLECTIONS','TAGS'
Dune,"Frank Herbert","Herbert, Frank",1990,,,[0441172717],"Ace (1990), Mass Market Paperback, 896 pages",,0,,"2014-01-21 18:50:26",1,"Dune (Imaginary place) > Fiction > 
Dune (Imaginary place) > Fiction
Dune (Imaginary place)
English fiction
Science fiction > 
Science fiction","Your library","planet,terraforming,hero,politics"
"The Chrysanthemum and the Sword","Ruth Benedict","Benedict, Ruth",2006,,,[0618619593],"Mariner Books (2006), Edition: 1, Paperback, 336 pages",,0,,"2014-01-21 18:50:26",1,"Japan > Civilization > 
Japan > Civilization
Japan > Social conditions > 1945- > 
Japan > Social life and customs > 
Japan > Social life and customs > 1945- > 
Japan > Social life and customs
National characteristics, Japanese > 
National characteristics, Japanese","Your library","anthropology,japan"
"Tristes Tropiques (Penguin Classics)","Claude Levi-Strauss","Levi-Strauss, Claude",2012,,,[0143106252],"Penguin Classics (2012), Edition: Reprint, Paperback, 448 pages",,0,,"2014-01-21 18:50:26",1,"Brazil > Description and travel > 
Brazil > Description and travel
Indians of South America > Brazil > 
Indians of South America > Brazil > Social life and customs > 
Indians of South America > Brazil > Social life and customs
Indians of South America > Brazil","Your library",anthropology
"The Silmarillion","J.R.R. Tolkien","Tolkien, J.R.R.",2001,,,[0618126988],"Mariner Books (2001), Edition: 2nd, Paperback, 365 pages",,0,,"2014-01-21 18:50:26",1,"Fantastic fiction > 
Fantastic fiction
Fantasy > 
Fantasy
Fantasy fiction > 
Fantasy fiction
Fantasy fiction, English > 
Fantasy fiction, English
Fiction in English > 
Fiction in English
Fiction in English 1900-1945 Texts > 
Middle Earth (Imaginary place) > 
Middle Earth (Imaginary place) > Fiction > 
Middle Earth (Imaginary place) > Fiction
Middle Earth (Imagininary place) > Fiction > 
Middle-earth (Imaginary place) > Fiction","Your library","middle earth,mythology,history"
"Witchcraft, Oracles and Magic among the Azande","E. E. Evans-Pritchard","Evans-Pritchard, E. E.",1976,,,[0198740298],"Oxford University Press, USA (1976), Edition: Abridged, Paperback, 265 pages",,0,,"2014-01-21 18:50:26",1,"Causation > 
Knowledge, Theory of > 
Magic > 
Magic > Africa, Central > 
Magic
Medicine, Magic, mystic, and spagiric > 
Medicine, Magic, mystic, and spagiric
Oracles > 
Oracles
Social sciences > Africa > Philosophy > 
Witchcraft > Africa, Central > 
Witchcraft > Africa, Central
Zande (African people) > 
Zande (African people)","Your library","anthropology,witchcraft,magic,divination"
"The Poetics of Military Occupation: Mzeina Allegories of Bedouin Identity Under IsrÃ¦li and Egyptian Rule","Smadar Lavie","Lavie, Smadar",1991,,,[0520075528],"University of California Press (1991), Edition: 1ST, Paperback, 412 pages",,0,,"2014-01-21 18:50:26",1,,"Your library","bedouin,islam,israel,anthropology"
"Mister Monday (Keys to the Kingdom, Book 1)","Garth Nix","Nix, Garth",2003,,,[0439551234],"Scholastic Paperbacks (2003), Edition: 0, Mass Market Paperback, 368 pages",,0,,"2014-01-21 18:50:27",1,"Fantasy > 
Fantasy > Juvenile fiction > 
Fantasy > Juvenile fiction
Fantasy fiction > 
Fantasy fiction
Good and evil > Fiction > 
Good and evil > Juvenile fiction > 
Heroes > Fiction > 
Heroes > Juvenile fiction","Your library",magic
"Mathematical Gems I: The Dolciani Mathematical Expositions","Ross Honsberger","Honsberger, Ross",1974,,,[0883853019],"Mathematical Assn of Amer (1974), Hardcover, 187 pages",,0,,"2014-01-21 18:50:27",1,,"Your library",math
"Picture Writing of the American Indians, Vol. 1 (Native American)","Garrick Mallery","Mallery, Garrick",2012,,,[0486228428],"Dover Publications (2012), Paperback, 512 pages",,0,,"2014-01-21 18:50:27",1,,"Your library","anthropology,writing systems"
"The witches","Roald Dahl","Dahl, Roald",1997,,,[0590032496],"Scholastic (1997), Edition: 4th THUS, Paperback, 208 pages",,0,,"2014-01-21 18:50:27",1,"Children's audiobooks
Grandmothers > Fiction > 
Grandmothers > Fiction
Grandmothers > Juvenile fiction > 
Grandmothers > Juvenile fiction
Witches > Fiction > 
Witches > Fiction
Witches > Juvenile fiction > 
Witches > Juvenile fiction","Your library","witchcraft,children's,magic"
"How to Solve It: A New Aspect of Mathematical Method (Princeton Science Library)","G. Polya","Polya, G.",2004,,,[069111966X],"Princeton University Press (2004), Paperback, 288 pages",,0,,"2014-01-21 18:50:27",1,"Mathematics > Problems, exercises, etc > 
Mathematics > Problems, exercises, etc
Mathematics > Study and teaching > 
Mathematics > Study and teaching","Your library",math
"Pinball, 1973","Haruki Murakami","Murakami, Haruki",?,,,[4770022085],,,0,,"2014-01-21 18:50:27",1,,"Your library","magical realism,translation,japan"
"Throne of the Crescent Moon (Crescent Moon Kingdoms)","Saladin Ahmed","Ahmed, Saladin",2012,,,[0756407117],"DAW Hardcover (2012), Edition: 1, Hardcover, 288 pages",,0,,"2014-01-21 18:50:27",1,,"Your library","middle east,djinn"
"Aerotropolis: The Way We'll Live Next","John D. Kasarda","Kasarda, John D.",2011,,,[0374100195],"Farrar, Straus and Giroux (2011), Edition: 0, Hardcover, 480 pages",,0,,"2014-01-21 18:50:28",1,,"Your library",flight
"Wyrd Sisters","Terry Pratchett","Pratchett, Terry",2001,,,[0061020664],"HarperTorch (2001), Edition: Reprint, Mass Market Paperback, 288 pages",,0,,"2014-01-21 18:50:28",1,"Discworld (Imaginary place) > Fiction > 
Discworld (Imaginary place) > Fiction
Fantasy fiction > 
Fantasy fiction
Science fiction > Animation > 
Science fiction
Witches > Fiction > 
Witches > Fiction","Your library","witchcraft,magic"
Timequake,"Kurt Vonnegut","Vonnegut, Kurt",1998,,,[0425164349],"Berkley Trade (1998), Paperback, 250 pages",,0,,"2014-01-21 18:50:28",1,"Alternative histories > 
Alternative histories
Alternative histories (Fiction) > 
Alternative histories (Fiction)
Authors > Fiction > 
Large type books > 
Large type books
Millennium > Fiction > 
Nineteen nineties > Fiction > 
Science fiction > 
Space and time > Fiction > 
Space and time > Fiction
Time reversal > Fiction","Your library","satire,time travel"
"The Last Continent","Terry Pratchett","Pratchett, Terry",2004,,,[0061059072],"HarperTorch (2004), Edition: 0, Mass Market Paperback, 416 pages",,0,,"2014-01-21 18:50:28",1,"Discworld (Imaginary place) > Fiction > 
Discworld (Imaginary place) > Fiction
Fantasy fiction > 
Fantasy fiction
Wizards > Fiction > 
Wizards > Fiction","Your library","discworld,satire"
"The Handmaid's Tale","Margaret Atwood","Atwood, Margaret",1998,,,[038549081X],"Anchor (1998), Edition: 1st Anchor Books, Paperback, 311 pages",,0,,"2014-01-21 18:50:28",1,"Canadian fiction > 20th century > 
Canadian fiction
Canadian fiction(English) > 20th century > Women authors > 
Dystopias > 
Dystopias
Fantastic fiction > 
Fantastic fiction
Fantasy fiction > 
Fantasy fiction
Fantasy fiction, Canadian  > 
Fiction in English Canadian writers 1945 Texts > 
Large type books > 
Man-woman relationships > Fiction > 
Man-woman relationships > Fiction
Misogyny > Fiction > 
Misogyny > Fiction
Women > Fiction > 
Women > Fiction
Women authors, Canadian > 20th century","Your library","christianity,religion,dystopia,feminism,canada"
Cryptonomicon,"Neal Stephenson","Stephenson, Neal",2002,,,[0060512806],"Avon (2002), Mass Market Paperback, 1168 pages",,0,,"2014-01-21 18:50:28",1,"Adventure fiction > 
Adventure stories > 
Adventure stories
Code and cipher stories > 
Data encryption (Computer science) > Fiction > 
Data encryption (Computer science) > Fiction
Suspense fiction > 
Suspense fiction
World War, 1939-1945 > Cryptography > Fiction > 
World War, 1939-1945 > Cryptography > Fiction
World War, 1939-1945 > Fiction > 
World War, 1939-1945 > Fiction","Your library","cryptography,treasure,WWII"
"The Amazing Maurice and His Educated Rodents (Discworld)","Terry Pratchett","Pratchett, Terry",2008,,,[0060012358],"HarperCollins (2008), Edition: 0, Mass Market Paperback, 368 pages",,0,,"2014-01-21 18:50:28",1,"Cats > Fiction > 
Cats > Fiction
Children's stories > 
Children's stories
Discworld (Imaginary place) > Juvenile fiction > 
Discworld (Imaginary place) > Juvenile fiction
Discworld (Imaginary place) > Juvenile literature > 
Fantasy fiction > 
Fantasy fiction
Human-animal relationships > Fiction > 
Human-animal relationships > Fiction
Humorous stories > 
Humorous stories
Musicians > Fiction > 
Musicians > Fiction
Rats > Fiction > 
Rats > Fiction
Swindlers and swindling > Fiction > 
Swindlers and swindling > Fiction","Your library","discworld,rats,anthropomorphism"
"World War Z: An Oral History of the Zombie War","Max Brooks","Brooks, Max",2007,,,[0307346617],"Three Rivers Press (2007), Edition: 0, Paperback, 342 pages",,0,,"2014-01-21 18:50:28",1,"Audiobooks
Horror fiction > 
Horror fiction
Horror tales
Imaginary wars and battles > Fiction
War > Humor > 
War stories > 
War stories
Zombies > Fiction > 
Zombies > Fiction","Your library",zombies
"The Last Dragonslayer: The Chronicles of Kazam, Book 1","Jasper Fforde","Fforde, Jasper",2012,,,[0547738471],"HMH Books for Young Readers (2012), Edition: 0, Hardcover, 296 pages",,0,,"2014-01-21 18:50:29",1,,"Your library","dragons,magic"
"The Hunger Games (Book 1)","Suzanne Collins","Collins, Suzanne",2010,,,[9780439023528],"Scholastic Press (2010), Edition: Reprint, Paperback, 384 pages",,0,,"2014-01-21 18:50:29",1,"Contests > Fiction
Interpersonal relations > Fiction
Science fiction
Survival > Fiction
Television programs > Fiction","Your library",dystopia
"Brightness Falls from the Air","James Tiptree Jr.","Jr., James Tiptree",1993,,,[0312854072],"Orb Books (1993), Edition: 0, Paperback, 382 pages",,0,,"2014-01-21 18:50:29",1,"Science fiction > 
Science fiction","Your library",aliens
"The Eyre Affair: A Thursday Next Novel","Jasper Fforde","Fforde, Jasper",2003,,,[0142001805],"Penguin Books (2003), Paperback, 400 pages",,0,,"2014-01-21 18:50:29",1,"Alternative histories (Fiction) > 
Alternative histories (Fiction)
Books and reading > Fiction > 
Books and reading > Fiction
Censorship > Fiction > 
Censorship > Fiction
Characters and characteristics in literature > Fiction > 
Characters and characteristics in literature > Fiction
Crimean War, 1853-1856 > Fiction > 
Crimean War, 1853-1856 > Fiction
Detective and mystery stories > 
Detective and mystery stories
Eyre, Jane (Fictitious character) > Fiction > 
Fantasy fiction > 
Fantasy fiction
Fathers and daughters > Fiction > 
Fathers and daughters > Fiction
Mystery fiction > 
Mystery fiction
Next, Thursday (Fictitious character) > Fiction > 
Next, Thursday (Fictitious character) > Fiction
Wales > Fiction > 
Wales > Fiction
Women detectives > Fiction > 
Women detectives > Fiction
Women detectives > Wales > Fiction > 
Women detectives > Wales > Fiction","Your library","books,alternate history,detective,mystery"
"The Shambling Guide to New York City (The Shambling Guides)","Mur Lafferty","Lafferty, Mur",2013,,,[0316221171],"Orbit (2013), Paperback, 368 pages",,0,,"2014-01-21 18:50:29",1,,"Your library","new york city,zombies,vampires"
"The Ladies of Grace Adieu and Other Stories","Susanna Clarke","Clarke, Susanna",2006,,,[1596912510],"Bloomsbury USA (2006), Edition: 0, Hardcover, 224 pages",,0,,"2014-01-21 18:50:30",1,"Fairies > Fiction > 
Fairies > Fiction
Fantasy fiction, English > 
Fantasy fiction, English","Your library","alternate history,magic,england"
"The Golden Compass (His Dark Materials, Book 1)","Philip Pullman","Pullman, Philip",2002,,,[037582345X],"Knopf Books for Young Readers (2002), Edition: 0, Paperback, 399 pages",,0,,"2014-01-21 18:50:30",1,"Arctic regions > Fiction > 
Arctic regions > Fiction
Arctic regions > Juvenile fiction > 
Arctic regions > Juvenile fiction
Children's stories > 
Children's stories
Children\'s stories > 
English fiction > 
English fiction Children's stories > 
Fantastic fiction > 
Fantastic fiction
Fantasy > 
Fantasy
Fantasy fiction > 
Fantasy fiction
Fiction (Curriculum materials) > 
Kidnapping > Fiction > 
Kidnapping > Fiction
Kidnapping > Juvenile fiction > 
Kidnapping > Juvenile fiction
Large type books
London (England) > Fiction > 
Missing persons > Experiments > Fiction > 
Missing persons > Experiments > Juvenile fiction > 
Missing persons > Experiments > Juvenile fiction
Missing persons > Fiction > 
Missing persons > Fiction
Missing persons > Juvenile fiction > 
Mystery and detective stories","Your library","christianity,religion,familiars"
"The Forever War","Joe Haldeman","Haldeman, Joe",2009,,,[0312536631],"St. Martin's Griffin (2009), Edition: Reprint, Paperback, 264 pages",,0,,"2014-01-21 18:50:30",1,"Aging > Fiction > 
Aging > Fiction
Fiction in English > 
Human-alien encounters > Fiction > 
Science fiction > 
Science fiction
Space and time > Fiction > 
Space and time > Fiction
Space warfare > Fiction > 
Space warfare > Fiction
War stories","Your library","war,time,relativity"
"Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International)","Haruki Murakami","Murakami, Haruki",1993,,,[0679743464],"Vintage (1993), Paperback, 416 pages",,0,,"2014-01-21 18:50:30",1,"Fantastic fiction > 
Fantastic fiction
Fantasy fiction","Your library","magical realism,translation,japan"
"The City & The City (Random House Reader's Circle)","China Mieville","Mieville, China",2010,,,[034549752X],"Del Rey (2010), Edition: Reprint, Paperback, 352 pages",,0,,"2014-01-21 18:50:30",1,,"Your library","archeology,cities,crime,detective,mystery"
"A Confederacy of Dunces","John Kennedy Toole","Toole, John Kennedy",1994,,,[0517122707],"Wings Books (1994), Edition: 1, Hardcover, 462 pages",,0,,"2014-01-21 18:50:30",1,"English fiction
Humorous fiction > 
Humorous stories > 
Humorous stories
Marginality, Social > Fiction > 
Marginality, Social > Fiction
Mothers and sons > Fiction > 
Mothers and sons > Fiction
Mothers and sons > Louisana > New Orleans > Fiction > 
Mothers and sons > New Orleans > Fiction
New Orleans (La.) > Fiction > 
New Orleans (La.) > Fiction
Young men > Fiction > 
Young men > Fiction
Young men > Louisana > New Orleans > Fiction > 
Young men > New Orleans > Fiction","Your library","humor,new orleans,obesity"
"Journey to the Centre of the Earth (Puffin Classics)","Jules Verne","Verne, Jules",1994,,,[0140367152],"Puffin (1994), Paperback, 304 pages",,0,,"2014-01-21 18:50:30",1,"Adventure fiction > 
Adventure fiction
Animation
Cartoons and comics > 
Explorers > Fiction > 
Explorers > Fiction
Fantasy fiction > 
Fiction in English > Translations from French
French fiction > Translations into English
Science fiction > 
Science fiction
Video","Your library","exploration,travel,dinosaurs"
"Ronia, the Robber's Daughter","Astrid Lindgren","Lindgren, Astrid",1985,,,[9780140317206],"Puffin (1985), Paperback, 176 pages",,0,,"2014-01-21 18:50:31",1,"Children's stories, Swedish > 
Children's stories, Swedish
Robbers and outlaws > Fiction > 
Robbers and outlaws > Fiction","Your library",children's
Railsea,"China Mieville","Mieville, China",2013,,,[0345524535],"Del Rey (2013), Edition: Reprint, Paperback, 448 pages",,0,,"2014-01-21 18:50:31",1,,"Your library",trains
"Me Talk Pretty One Day","David Sedaris","Sedaris, David",2001,,,[0316776963],"Back Bay Books (2001), Edition: 0, Paperback, 272 pages",,0,,"2014-01-21 18:50:31",1,"Americans > France > Paris > Humor > 
Americans > Paris > Humor
Audiobooks > 
Audiobooks
Audiocassettes > 
Audiocassettes
Large type books > 
Paris (France) > Humor > 
Paris (France) > Humor","Your library","memoir,humor,essays,queer"
"The Two Towers (The Lord of the Rings, Part 2)","J.R.R. Tolkien","Tolkien, J.R.R.",1999,,,[0618002235],"Mariner Books (1999), Edition: 0, Paperback, 352 pages",,0,,"2014-01-21 18:50:31",1,"Adventure > Feature > 
Adventure
Adventure fiction > 
Adventure fiction
Adventure stories > 
Adventure stories
Baggins, Frodo (Fictitious character) > Fiction > 
Baggins, Frodo (Fictitious character) > Fiction
Baggins, Frodo (Fictitious character)--Fiction > 
Baggins, Frodo (Fictitious character)--Fiction
Baggins, Grodo (Fictitious characater) > Fiction > 
Fantastic fiction > 
Fantastic fiction
Fantastic fiction. gsafd > 
Fantasy > 
Fantasy > Feature > 
Fantasy
Fantasy fiction > 
Fantasy fiction
Fantasy fiction, English > 
Fantasy fiction, English
Fiction in English > 
Fiction in English
Imaginary wars and battles > Fiction > 
Middle Earth (Imaginary place) > Fiction > 
Middle Earth (Imaginary place) > Fiction
Middle Earth (Imaginary place)--Fiction > 
Middle Earth (Imaginary place)--Fiction
Quests (Expeditions) > Fiction","Your library","dwarves,elves,wizards,middle earth,epic,constructed language"
"The Complete Sherlock Holmes: All 4 Novels and 56 Short Stories","Sir Arthur Conan Doyle","Doyle, Sir Arthur Conan",1986,,,[0553328255],"Bantam Classics (1986), Edition: Deluxe, Mass Market Paperback, 944 pages",,0,,"2014-01-21 18:50:31",1,"Detective and mystery stories > 
Detective and mystery stories
Detective and mystery stories, English > 
Detective and mystery stories, English
Holmes, Sherlock (Fictitious character) > Fiction > 
Holmes, Sherlock (Fictitious character) > Fiction
Private investigators > England > Fiction > 
Private investigators > England > Fiction","Your library","crime,victorian,detective,mystery"
